# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-21 12:05:42 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10254005 SALTON SEA NR WESTMORLAND CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 10254005
#            TS   parameter     statistic     Description
#          7209       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	DATE	WSE	7209_62614_00003_cd
USGS	10254005	1994-07-03	-227.10	A
USGS	10254005	1994-07-04	-227.10	A
USGS	10254005	1994-07-05	-227.10	A
USGS	10254005	1994-07-06	-227.10	A
USGS	10254005	1994-07-07	-227.10	A
USGS	10254005	1994-07-08	-227.10	A
USGS	10254005	1994-07-09	-227.10	A
USGS	10254005	1994-07-10	-227.10	A
USGS	10254005	1994-07-11	-227.10	A
USGS	10254005	1994-07-12	-227.10	A
USGS	10254005	1994-07-13	-227.10	A
USGS	10254005	1994-07-14	-227.10	A
USGS	10254005	1994-07-15	-227.20	A
USGS	10254005	1994-07-16	-227.20	A
USGS	10254005	1994-07-17	-227.20	A
USGS	10254005	1994-07-18	-227.20	A
USGS	10254005	1994-07-19	-227.20	A
USGS	10254005	1994-07-20	-227.20	A
USGS	10254005	1994-07-21	-227.20	A
USGS	10254005	1994-07-22	-227.20	A
USGS	10254005	1994-07-23	-227.20	A
USGS	10254005	1994-07-24	-227.20	A
USGS	10254005	1994-07-25	-227.20	A
USGS	10254005	1994-07-26	-227.20	A
USGS	10254005	1994-07-27	-227.20	A
USGS	10254005	1994-07-28	-227.20	A
USGS	10254005	1994-07-29	-227.20	A
USGS	10254005	1994-07-30	-227.20	A
USGS	10254005	1994-07-31	-227.20	A
USGS	10254005	1994-08-01	-227.20	A
USGS	10254005	1994-08-02	-227.20	A
USGS	10254005	1994-08-03	-227.20	A
USGS	10254005	1994-08-04	-227.20	A
USGS	10254005	1994-08-05	-227.20	A
USGS	10254005	1994-08-06	-227.20	A
USGS	10254005	1994-08-07	-227.20	A
USGS	10254005	1994-08-08	-227.20	A
USGS	10254005	1994-08-09	-227.30	A:e
USGS	10254005	1994-08-10	-227.30	A:e
USGS	10254005	1994-08-11	-227.30	A:e
USGS	10254005	1994-08-12	-227.30	A
USGS	10254005	1994-08-13	-227.30	A
USGS	10254005	1994-08-14	-227.30	A
USGS	10254005	1994-08-15	-227.30	A
USGS	10254005	1994-08-16	-227.30	A
USGS	10254005	1994-08-17	-227.30	A
USGS	10254005	1994-08-18	-227.30	A
USGS	10254005	1994-08-19	-227.30	A
USGS	10254005	1994-08-20	-227.30	A
USGS	10254005	1994-08-21	-227.30	A
USGS	10254005	1994-08-22	-227.30	A
USGS	10254005	1994-08-23	-227.30	A
USGS	10254005	1994-08-24	-227.30	A
USGS	10254005	1994-08-25	-227.30	A
USGS	10254005	1994-08-26	-227.40	A
USGS	10254005	1994-08-27	-227.40	A
USGS	10254005	1994-08-28	-227.40	A
USGS	10254005	1994-08-29	-227.40	A
USGS	10254005	1994-08-30	-227.40	A
USGS	10254005	1994-08-31	-227.40	A
USGS	10254005	1994-09-01	-227.40	A
USGS	10254005	1994-09-02	-227.40	A
USGS	10254005	1994-09-03	-227.40	A
USGS	10254005	1994-09-04	-227.40	A
USGS	10254005	1994-09-05	-227.40	A
USGS	10254005	1994-09-06	-227.50	A
USGS	10254005	1994-09-07	-227.50	A
USGS	10254005	1994-09-08	-227.50	A
USGS	10254005	1994-09-09	-227.50	A
USGS	10254005	1994-09-10	-227.50	A
USGS	10254005	1994-09-11	-227.50	A
USGS	10254005	1994-09-12	-227.50	A
USGS	10254005	1994-09-13	-227.60	A
USGS	10254005	1994-09-14	-227.60	A
USGS	10254005	1994-09-15	-227.60	A
USGS	10254005	1994-09-16	-227.60	A
USGS	10254005	1994-09-17	-227.60	A
USGS	10254005	1994-09-18	-227.60	A
USGS	10254005	1994-09-19	-227.60	A
USGS	10254005	1994-09-20	-227.60	A
USGS	10254005	1994-09-21	-227.60	A
USGS	10254005	1994-09-22	-227.60	A
USGS	10254005	1994-09-23	-227.60	A
USGS	10254005	1994-09-24	-227.60	A
USGS	10254005	1994-09-25	-227.60	A
USGS	10254005	1994-09-26	-227.60	A
USGS	10254005	1994-09-27	-227.60	A
USGS	10254005	1994-09-28	-227.60	A
USGS	10254005	1994-09-29	-227.60	A
USGS	10254005	1994-09-30	-227.60	A
USGS	10254005	1994-10-01	-227.60	A
USGS	10254005	1994-10-02	-227.60	A
USGS	10254005	1994-10-03	-227.60	A
USGS	10254005	1994-10-04	-227.70	A
USGS	10254005	1994-10-05	-227.70	A
USGS	10254005	1994-10-06	-227.70	A
USGS	10254005	1994-10-07	-227.70	A
USGS	10254005	1994-10-08	-227.70	A
USGS	10254005	1994-10-09	-227.70	A
USGS	10254005	1994-10-10	-227.70	A
USGS	10254005	1994-10-11	-227.70	A
USGS	10254005	1994-10-12	-227.70	A
USGS	10254005	1994-10-13	-227.80	A
USGS	10254005	1994-10-14	-227.80	A
USGS	10254005	1994-10-15	-227.80	A
USGS	10254005	1994-10-16	-227.80	A
USGS	10254005	1994-10-17	-227.80	A
USGS	10254005	1994-10-18	-227.80	A
USGS	10254005	1994-10-19	-227.80	A
USGS	10254005	1994-10-20	-227.80	A
USGS	10254005	1994-10-21	-227.80	A
USGS	10254005	1994-10-22	-227.80	A
USGS	10254005	1994-10-23	-227.80	A
USGS	10254005	1994-10-24	-227.80	A
USGS	10254005	1994-10-25	-227.80	A
USGS	10254005	1994-10-26	-227.80	A
USGS	10254005	1994-10-27	-227.80	A
USGS	10254005	1994-10-28	-227.80	A
USGS	10254005	1994-10-29	-227.80	A
USGS	10254005	1994-10-30	-227.80	A
USGS	10254005	1994-10-31	-227.80	A
USGS	10254005	1994-11-01	-227.80	A
USGS	10254005	1994-11-02	-227.80	A
USGS	10254005	1994-11-03	-227.80	A
USGS	10254005	1994-11-04	-227.80	A
USGS	10254005	1994-11-05	-227.80	A
USGS	10254005	1994-11-06	-227.80	A
USGS	10254005	1994-11-07	-227.80	A
USGS	10254005	1994-11-08	-227.80	A
USGS	10254005	1994-11-09	-227.80	A
USGS	10254005	1994-11-10	-227.80	A
USGS	10254005	1994-11-11	-227.80	A
USGS	10254005	1994-11-12	-227.80	A
USGS	10254005	1994-11-13	-227.80	A
USGS	10254005	1994-11-14	-227.80	A
USGS	10254005	1994-11-15	-227.80	A
USGS	10254005	1994-11-16	-227.80	A
USGS	10254005	1994-11-17	-227.80	A
USGS	10254005	1994-11-18	-227.80	A
USGS	10254005	1994-11-19	-227.80	A
USGS	10254005	1994-11-20	-227.80	A
USGS	10254005	1994-11-21	-227.90	A
USGS	10254005	1994-11-22	-227.90	A
USGS	10254005	1994-11-23	-227.90	A
USGS	10254005	1994-11-24	-227.90	A
USGS	10254005	1994-11-25	-227.90	A
USGS	10254005	1994-11-26	-227.90	A
USGS	10254005	1994-11-27	-227.90	A
USGS	10254005	1994-11-28	-227.90	A
USGS	10254005	1994-11-29	-227.90	A
USGS	10254005	1994-11-30	-227.90	A
USGS	10254005	1994-12-01	-227.90	A
USGS	10254005	1994-12-02	-227.90	A
USGS	10254005	1994-12-03	-227.90	A
USGS	10254005	1994-12-04	-227.80	A
USGS	10254005	1994-12-05	-227.80	A
USGS	10254005	1994-12-06	-227.80	A
USGS	10254005	1994-12-07	-227.80	A
USGS	10254005	1994-12-08	-227.80	A
USGS	10254005	1994-12-09	-227.80	A
USGS	10254005	1994-12-10	-227.80	A
USGS	10254005	1994-12-11	-227.80	A
USGS	10254005	1994-12-12	-227.80	A
USGS	10254005	1994-12-13	-227.80	A
USGS	10254005	1994-12-14	-227.80	A
USGS	10254005	1994-12-15	-227.80	A
USGS	10254005	1994-12-16	-227.80	A
USGS	10254005	1994-12-17	-227.80	A
USGS	10254005	1994-12-18	-227.80	A
USGS	10254005	1994-12-19	-227.80	A
USGS	10254005	1994-12-20	-227.80	A
USGS	10254005	1994-12-21	-227.70	A
USGS	10254005	1994-12-22	-227.70	A
USGS	10254005	1994-12-23	-227.70	A
USGS	10254005	1994-12-24	-227.70	A
USGS	10254005	1994-12-25	-227.70	A
USGS	10254005	1994-12-26	-227.70	A
USGS	10254005	1994-12-27	-227.60	A
USGS	10254005	1994-12-28	-227.60	A
USGS	10254005	1994-12-29	-227.60	A
USGS	10254005	1994-12-30	-227.60	A
USGS	10254005	1994-12-31	-227.60	A
USGS	10254005	1995-01-01	-227.60	A
USGS	10254005	1995-01-02	-227.60	A
USGS	10254005	1995-01-03	-227.60	A
USGS	10254005	1995-01-04	-227.50	A
USGS	10254005	1995-01-05	-227.50	A
USGS	10254005	1995-01-06	-227.50	A
USGS	10254005	1995-01-07	-227.40	A
USGS	10254005	1995-01-08	-227.40	A
USGS	10254005	1995-01-09	-227.40	A
USGS	10254005	1995-01-10	-227.40	A
USGS	10254005	1995-01-11	-227.40	A
USGS	10254005	1995-01-12	-227.40	A
USGS	10254005	1995-01-13	-227.40	A
USGS	10254005	1995-01-14	-227.40	A
USGS	10254005	1995-01-15	-227.40	A
USGS	10254005	1995-01-16	-227.40	A
USGS	10254005	1995-01-17	-227.40	A
USGS	10254005	1995-01-18	-227.40	A
USGS	10254005	1995-01-19	-227.40	A
USGS	10254005	1995-01-20	-227.40	A
USGS	10254005	1995-01-21	-227.40	A
USGS	10254005	1995-01-22	-227.40	A
USGS	10254005	1995-01-23	-227.40	A
USGS	10254005	1995-01-24	-227.30	A
USGS	10254005	1995-01-25	-227.30	A
USGS	10254005	1995-01-26	-227.30	A
USGS	10254005	1995-01-27	-227.30	A
USGS	10254005	1995-01-28	-227.30	A
USGS	10254005	1995-01-29	-227.30	A
USGS	10254005	1995-01-30	-227.30	A
USGS	10254005	1995-01-31	-227.20	A
USGS	10254005	1995-02-01	-227.20	A
USGS	10254005	1995-02-02	-227.20	A
USGS	10254005	1995-02-03	-227.20	A
USGS	10254005	1995-02-04	-227.20	A
USGS	10254005	1995-02-05	-227.20	A
USGS	10254005	1995-02-06	-227.20	A
USGS	10254005	1995-02-07	-227.20	A
USGS	10254005	1995-02-08	-227.20	A
USGS	10254005	1995-02-09	-227.20	A
USGS	10254005	1995-02-10	-227.20	A
USGS	10254005	1995-02-11	-227.20	A
USGS	10254005	1995-02-12	-227.20	A
USGS	10254005	1995-02-13	-227.10	A
USGS	10254005	1995-02-14	-227.10	A
USGS	10254005	1995-02-15	-227.10	A
USGS	10254005	1995-02-16	-227.10	A
USGS	10254005	1995-02-17	-227.10	A
USGS	10254005	1995-02-18	-227.00	A
USGS	10254005	1995-02-19	-227.00	A
USGS	10254005	1995-02-20	-227.00	A
USGS	10254005	1995-02-21	-227.00	A
USGS	10254005	1995-02-22	-227.00	A
USGS	10254005	1995-02-23	-227.00	A
USGS	10254005	1995-02-24	-227.00	A
USGS	10254005	1995-02-25	-227.00	A
USGS	10254005	1995-02-26	-227.00	A
USGS	10254005	1995-02-27	-227.00	A
USGS	10254005	1995-02-28	-227.00	A
USGS	10254005	1995-03-01	-227.00	A
USGS	10254005	1995-03-02	-227.00	A
USGS	10254005	1995-03-03	-226.90	A
USGS	10254005	1995-03-04	-226.90	A
USGS	10254005	1995-03-05	-226.90	A
USGS	10254005	1995-03-06	-226.90	A
USGS	10254005	1995-03-07	-226.90	A
USGS	10254005	1995-03-08	-226.90	A
USGS	10254005	1995-03-09	-226.80	A
USGS	10254005	1995-03-10	-226.80	A
USGS	10254005	1995-03-11	-226.80	A
USGS	10254005	1995-03-12	-226.80	A
USGS	10254005	1995-03-13	-226.80	A
USGS	10254005	1995-03-14	-226.80	A
USGS	10254005	1995-03-15	-226.80	A
USGS	10254005	1995-03-16	-226.80	A
USGS	10254005	1995-03-17	-226.70	A
USGS	10254005	1995-03-18	-226.70	A
USGS	10254005	1995-03-19	-226.70	A
USGS	10254005	1995-03-20	-226.70	A
USGS	10254005	1995-03-21	-226.70	A
USGS	10254005	1995-03-22	-226.70	A
USGS	10254005	1995-03-23	-226.70	A
USGS	10254005	1995-03-24	-226.70	A
USGS	10254005	1995-03-25	-226.70	A
USGS	10254005	1995-03-26	-226.70	A
USGS	10254005	1995-03-27	-226.70	A
USGS	10254005	1995-03-28	-226.70	A
USGS	10254005	1995-03-29	-226.70	A
USGS	10254005	1995-03-30	-226.70	A
USGS	10254005	1995-03-31	-226.70	A
USGS	10254005	1995-04-01	-226.70	A
USGS	10254005	1995-04-02	-226.70	A
USGS	10254005	1995-04-03	-226.70	A
USGS	10254005	1995-04-04	-226.70	A
USGS	10254005	1995-04-05	-226.70	A
USGS	10254005	1995-04-06	-226.70	A
USGS	10254005	1995-04-07	-226.70	A
USGS	10254005	1995-04-08	-226.60	A
USGS	10254005	1995-04-09	-226.60	A
USGS	10254005	1995-04-10	-226.60	A
USGS	10254005	1995-04-11	-226.60	A
USGS	10254005	1995-04-12	-226.60	A
USGS	10254005	1995-04-13	-226.60	A
USGS	10254005	1995-04-14	-226.60	A
USGS	10254005	1995-04-15	-226.70	A
USGS	10254005	1995-04-16	-226.70	A
USGS	10254005	1995-04-17	-226.70	A
USGS	10254005	1995-04-18	-226.70	A
USGS	10254005	1995-04-19	-226.70	A
USGS	10254005	1995-04-20	-226.70	A
USGS	10254005	1995-04-21	-226.70	A
USGS	10254005	1995-04-22	-226.70	A
USGS	10254005	1995-04-23	-226.70	A
USGS	10254005	1995-04-24	-226.60	A
USGS	10254005	1995-04-25	-226.60	A
USGS	10254005	1995-04-26	-226.60	A
USGS	10254005	1995-04-27	-226.60	A
USGS	10254005	1995-04-28	-226.60	A
USGS	10254005	1995-04-29	-226.60	A
USGS	10254005	1995-04-30	-226.60	A
USGS	10254005	1995-05-01	-226.60	A
USGS	10254005	1995-05-02	-226.60	A
USGS	10254005	1995-05-03	-226.60	A
USGS	10254005	1995-05-04	-226.60	A
USGS	10254005	1995-05-05	-226.60	A
USGS	10254005	1995-05-06	-226.60	A
USGS	10254005	1995-05-07	-226.70	A
USGS	10254005	1995-05-08	-226.70	A
USGS	10254005	1995-05-09	-226.70	A
USGS	10254005	1995-05-10	-226.60	A
USGS	10254005	1995-05-11	-226.60	A
USGS	10254005	1995-05-12	-226.60	A
USGS	10254005	1995-05-13	-226.60	A
USGS	10254005	1995-05-14	-226.60	A
USGS	10254005	1995-05-15	-226.60	A
USGS	10254005	1995-05-16	-226.60	A
USGS	10254005	1995-05-17	-226.60	A
USGS	10254005	1995-05-18	-226.60	A
USGS	10254005	1995-05-19	-226.70	A
USGS	10254005	1995-05-20	-226.70	A
USGS	10254005	1995-05-21	-226.70	A
USGS	10254005	1995-05-22	-226.70	A
USGS	10254005	1995-05-23	-226.70	A
USGS	10254005	1995-05-24	-226.70	A
USGS	10254005	1995-05-25	-226.70	A
USGS	10254005	1995-05-26	-226.70	A
USGS	10254005	1995-05-27	-226.70	A
USGS	10254005	1995-05-28	-226.70	A
USGS	10254005	1995-05-29	-226.70	A
USGS	10254005	1995-05-30	-226.70	A
USGS	10254005	1995-05-31	-226.70	A
USGS	10254005	1995-06-01	-226.70	A
USGS	10254005	1995-06-02	-226.70	A
USGS	10254005	1995-06-03	-226.70	A
USGS	10254005	1995-06-04	-226.70	A
USGS	10254005	1995-06-05	-226.70	A
USGS	10254005	1995-06-06	-226.70	A
USGS	10254005	1995-06-07	-226.70	A
USGS	10254005	1995-06-08	-226.70	A
USGS	10254005	1995-06-09	-226.70	A
USGS	10254005	1995-06-10	-226.70	A
USGS	10254005	1995-06-11	-226.80	A
USGS	10254005	1995-06-12	-226.80	A
USGS	10254005	1995-06-13	-226.80	A
USGS	10254005	1995-06-14	-226.80	A
USGS	10254005	1995-06-15	-226.80	A
USGS	10254005	1995-06-16	-226.80	A
USGS	10254005	1995-06-17	-226.80	A
USGS	10254005	1995-06-18	-226.80	A
USGS	10254005	1995-06-19	-226.80	A
USGS	10254005	1995-06-20	-226.80	A
USGS	10254005	1995-06-21	-226.80	A
USGS	10254005	1995-06-22	-226.80	A
USGS	10254005	1995-06-23	-226.80	A
USGS	10254005	1995-06-24	-226.80	A
USGS	10254005	1995-06-25	-226.80	A
USGS	10254005	1995-06-26	-226.80	A
USGS	10254005	1995-06-27	-226.80	A
USGS	10254005	1995-06-28	-226.80	A
USGS	10254005	1995-06-29	-226.80	A
USGS	10254005	1995-06-30	-226.80	A
USGS	10254005	1995-07-01	-226.80	A
USGS	10254005	1995-07-02	-226.80	A
USGS	10254005	1995-07-03	-226.80	A
USGS	10254005	1995-07-04	-226.80	A
USGS	10254005	1995-07-05	-226.80	A
USGS	10254005	1995-07-06	-226.80	A
USGS	10254005	1995-07-07	-226.80	A
USGS	10254005	1995-07-08	-226.80	A
USGS	10254005	1995-07-09	-226.80	A
USGS	10254005	1995-07-10	-226.80	A
USGS	10254005	1995-07-11	-226.80	A
USGS	10254005	1995-07-12	-226.80	A
USGS	10254005	1995-07-13	-226.80	A
USGS	10254005	1995-07-14	-226.80	A
USGS	10254005	1995-07-15	-226.80	A
USGS	10254005	1995-07-16	-226.80	A
USGS	10254005	1995-07-17	-226.80	A
USGS	10254005	1995-07-18	-226.80	A
USGS	10254005	1995-07-19	-226.80	A
USGS	10254005	1995-07-20	-226.90	A
USGS	10254005	1995-07-21	-226.90	A
USGS	10254005	1995-07-22	-226.90	A
USGS	10254005	1995-07-23	-226.90	A
USGS	10254005	1995-07-24	-226.90	A
USGS	10254005	1995-07-25	-226.90	A
USGS	10254005	1995-07-26	-226.90	A
USGS	10254005	1995-07-27	-226.90	A
USGS	10254005	1995-07-28	-226.90	A
USGS	10254005	1995-07-29	-226.90	A
USGS	10254005	1995-07-30	-226.90	A
USGS	10254005	1995-07-31	-226.90	A
USGS	10254005	1995-08-01	-226.90	A
USGS	10254005	1995-08-02	-226.90	A
USGS	10254005	1995-08-03	-226.90	A
USGS	10254005	1995-08-04	-226.90	A
USGS	10254005	1995-08-05	-226.90	A
USGS	10254005	1995-08-06	-226.90	A
USGS	10254005	1995-08-07	-226.90	A
USGS	10254005	1995-08-08	-226.90	A
USGS	10254005	1995-08-09	-226.90	A
USGS	10254005	1995-08-10	-226.90	A
USGS	10254005	1995-08-11	-226.90	A
USGS	10254005	1995-08-12	-227.00	A
USGS	10254005	1995-08-13	-227.00	A
USGS	10254005	1995-08-14	-227.00	A
USGS	10254005	1995-08-15	-227.00	A
USGS	10254005	1995-08-16	-227.00	A
USGS	10254005	1995-08-17	-227.00	A
USGS	10254005	1995-08-18	-227.00	A
USGS	10254005	1995-08-19	-227.00	A
USGS	10254005	1995-08-20	-227.00	A
USGS	10254005	1995-08-21	-227.00	A
USGS	10254005	1995-08-22	-227.00	A
USGS	10254005	1995-08-23	-227.00	A
USGS	10254005	1995-08-24	-227.00	A
USGS	10254005	1995-08-25	-227.00	A
USGS	10254005	1995-08-26	-227.00	A
USGS	10254005	1995-08-27	-227.10	A
USGS	10254005	1995-08-28	-227.10	A
USGS	10254005	1995-08-29	-227.10	A
USGS	10254005	1995-08-30	-227.10	A
USGS	10254005	1995-08-31	-227.10	A
USGS	10254005	1995-09-01	-227.10	A
USGS	10254005	1995-09-02	-227.10	A
USGS	10254005	1995-09-03	-227.10	A
USGS	10254005	1995-09-04	-227.10	A
USGS	10254005	1995-09-05	-227.10	A
USGS	10254005	1995-09-06	-227.10	A
USGS	10254005	1995-09-07	-227.10	A
USGS	10254005	1995-09-08	-227.10	A
USGS	10254005	1995-09-09	-227.10	A
USGS	10254005	1995-09-10	-227.10	A
USGS	10254005	1995-09-11	-227.20	A
USGS	10254005	1995-09-12	-227.20	A
USGS	10254005	1995-09-13	-227.20	A
USGS	10254005	1995-09-14	-227.20	A
USGS	10254005	1995-09-15	-227.20	A
USGS	10254005	1995-09-16	-227.20	A
USGS	10254005	1995-09-17	-227.20	A
USGS	10254005	1995-09-18	-227.20	A
USGS	10254005	1995-09-19	-227.20	A
USGS	10254005	1995-09-20	-227.20	A
USGS	10254005	1995-09-21	-227.20	A
USGS	10254005	1995-09-22	-227.20	A
USGS	10254005	1995-09-23	-227.20	A
USGS	10254005	1995-09-24	-227.20	A
USGS	10254005	1995-09-25	-227.30	A
USGS	10254005	1995-09-26	-227.30	A
USGS	10254005	1995-09-27	-227.30	A
USGS	10254005	1995-09-28	-227.30	A
USGS	10254005	1995-09-29	-227.30	A
USGS	10254005	1995-09-30	-227.40	A
USGS	10254005	1995-10-01	-227.40	A
USGS	10254005	1995-10-02	-227.40	A
USGS	10254005	1995-10-03	-227.40	A
USGS	10254005	1995-10-04	-227.40	A
USGS	10254005	1995-10-05	-227.40	A
USGS	10254005	1995-10-06	-227.40	A
USGS	10254005	1995-10-07	-227.40	A
USGS	10254005	1995-10-08	-227.40	A
USGS	10254005	1995-10-09	-227.40	A
USGS	10254005	1995-10-10	-227.40	A
USGS	10254005	1995-10-11	-227.40	A
USGS	10254005	1995-10-12	-227.40	A
USGS	10254005	1995-10-13	-227.40	A
USGS	10254005	1995-10-14	-227.40	A
USGS	10254005	1995-10-15	-227.40	A
USGS	10254005	1995-10-16	-227.40	A
USGS	10254005	1995-10-17	-227.40	A
USGS	10254005	1995-10-18	-227.50	A
USGS	10254005	1995-10-19	-227.50	A
USGS	10254005	1995-10-20	-227.50	A
USGS	10254005	1995-10-21	-227.50	A
USGS	10254005	1995-10-22	-227.50	A
USGS	10254005	1995-10-23	-227.50	A
USGS	10254005	1995-10-24	-227.50	A
USGS	10254005	1995-10-25	-227.50	A
USGS	10254005	1995-10-26	-227.50	A
USGS	10254005	1995-10-27	-227.50	A
USGS	10254005	1995-10-28	-227.50	A
USGS	10254005	1995-10-29	-227.50	A
USGS	10254005	1995-10-30	-227.50	A
USGS	10254005	1995-10-31	-227.50	A
USGS	10254005	1995-11-01	-227.50	A
USGS	10254005	1995-11-02	-227.50	A
USGS	10254005	1995-11-03	-227.50	A
USGS	10254005	1995-11-04	-227.50	A
USGS	10254005	1995-11-05	-227.50	A
USGS	10254005	1995-11-06	-227.50	A
USGS	10254005	1995-11-07	-227.50	A
USGS	10254005	1995-11-08	-227.50	A
USGS	10254005	1995-11-09	-227.50	A
USGS	10254005	1995-11-10	-227.50	A
USGS	10254005	1995-11-11	-227.50	A
USGS	10254005	1995-11-12	-227.50	A
USGS	10254005	1995-11-13	-227.50	A
USGS	10254005	1995-11-14	-227.50	A
USGS	10254005	1995-11-15	-227.50	A
USGS	10254005	1995-11-16	-227.50	A
USGS	10254005	1995-11-17	-227.50	A
USGS	10254005	1995-11-18	-227.50	A
USGS	10254005	1995-11-19	-227.50	A
USGS	10254005	1995-11-20	-227.50	A
USGS	10254005	1995-11-21	-227.50	A
USGS	10254005	1995-11-22	-227.50	A
USGS	10254005	1995-11-23	-227.50	A
USGS	10254005	1995-11-24	-227.50	A
USGS	10254005	1995-11-25	-227.50	A
USGS	10254005	1995-11-26	-227.50	A
USGS	10254005	1995-11-27	-227.50	A
USGS	10254005	1995-11-28	-227.50	A
USGS	10254005	1995-11-29	-227.50	A
USGS	10254005	1995-11-30	-227.50	A
USGS	10254005	1995-12-01	-227.50	A
USGS	10254005	1995-12-02	-227.50	A
USGS	10254005	1995-12-03	-227.50	A
USGS	10254005	1995-12-04	-227.50	A
USGS	10254005	1995-12-05	-227.50	A
USGS	10254005	1995-12-06	-227.50	A
USGS	10254005	1995-12-07	-227.50	A
USGS	10254005	1995-12-08	-227.50	A
USGS	10254005	1995-12-09	-227.40	A
USGS	10254005	1995-12-10	-227.40	A
USGS	10254005	1995-12-11	-227.40	A
USGS	10254005	1995-12-12	-227.50	A
USGS	10254005	1995-12-13	-227.50	A
USGS	10254005	1995-12-14	-227.50	A
USGS	10254005	1995-12-15	-227.50	A
USGS	10254005	1995-12-16	-227.40	A
USGS	10254005	1995-12-17	-227.40	A
USGS	10254005	1995-12-18	-227.40	A
USGS	10254005	1995-12-19	-227.40	A
USGS	10254005	1995-12-20	-227.40	A
USGS	10254005	1995-12-21	-227.40	A
USGS	10254005	1995-12-22	-227.40	A
USGS	10254005	1995-12-23	-227.50	A
USGS	10254005	1995-12-24	-227.50	A
USGS	10254005	1995-12-25	-227.50	A
USGS	10254005	1995-12-26	-227.50	A
USGS	10254005	1995-12-27	-227.50	A
USGS	10254005	1995-12-28	-227.50	A
USGS	10254005	1995-12-29	-227.50	A
USGS	10254005	1995-12-30	-227.50	A
USGS	10254005	1995-12-31	-227.40	A
USGS	10254005	1996-01-01	-227.40	A
USGS	10254005	1996-01-02	-227.40	A
USGS	10254005	1996-01-03	-227.40	A
USGS	10254005	1996-01-04	-227.40	A
USGS	10254005	1996-01-05	-227.40	A
USGS	10254005	1996-01-06	-227.40	A
USGS	10254005	1996-01-07	-227.40	A
USGS	10254005	1996-01-08	-227.40	A
USGS	10254005	1996-01-09	-227.40	A
USGS	10254005	1996-01-10	-227.40	A
USGS	10254005	1996-01-11	-227.40	A
USGS	10254005	1996-01-12	-227.40	A
USGS	10254005	1996-01-13	-227.40	A
USGS	10254005	1996-01-14	-227.40	A
USGS	10254005	1996-01-15	-227.40	A
USGS	10254005	1996-01-16	-227.40	A
USGS	10254005	1996-01-17	-227.40	A
USGS	10254005	1996-01-18	-227.40	A
USGS	10254005	1996-01-19	-227.40	A
USGS	10254005	1996-01-20	-227.30	A
USGS	10254005	1996-01-21	-227.30	A
USGS	10254005	1996-01-22	-227.30	A
USGS	10254005	1996-01-23	-227.30	A
USGS	10254005	1996-01-24	-227.30	A
USGS	10254005	1996-01-25	-227.30	A
USGS	10254005	1996-01-26	-227.30	A
USGS	10254005	1996-01-27	-227.30	A
USGS	10254005	1996-01-28	-227.30	A
USGS	10254005	1996-01-29	-227.30	A
USGS	10254005	1996-01-30	-227.30	A
USGS	10254005	1996-01-31	-227.30	A
USGS	10254005	1996-02-01	-227.30	A
USGS	10254005	1996-02-02	-227.20	A
USGS	10254005	1996-02-03	-227.20	A
USGS	10254005	1996-02-04	-227.20	A
USGS	10254005	1996-02-05	-227.20	A
USGS	10254005	1996-02-06	-227.20	A
USGS	10254005	1996-02-07	-227.20	A
USGS	10254005	1996-02-08	-227.20	A
USGS	10254005	1996-02-09	-227.20	A
USGS	10254005	1996-02-10	-227.20	A
USGS	10254005	1996-02-11	-227.20	A
USGS	10254005	1996-02-12	-227.10	A
USGS	10254005	1996-02-13	-227.10	A
USGS	10254005	1996-02-14	-227.10	A
USGS	10254005	1996-02-15	-227.10	A
USGS	10254005	1996-02-16	-227.10	A
USGS	10254005	1996-02-17	-227.10	A
USGS	10254005	1996-02-18	-227.10	A
USGS	10254005	1996-02-19	-227.10	A
USGS	10254005	1996-02-20	-227.10	A
USGS	10254005	1996-02-21	-227.10	A
USGS	10254005	1996-02-22	-227.00	A
USGS	10254005	1996-02-23	-227.00	A
USGS	10254005	1996-02-24	-227.00	A
USGS	10254005	1996-02-25	-227.10	A
USGS	10254005	1996-02-26	-227.10	A
USGS	10254005	1996-02-27	-227.10	A
USGS	10254005	1996-02-28	-227.10	A
USGS	10254005	1996-02-29	-227.10	A
USGS	10254005	1996-03-01	-227.10	A
USGS	10254005	1996-03-02	-227.10	A
USGS	10254005	1996-03-03	-227.10	A
USGS	10254005	1996-03-04	-227.00	A
